text,author,likes,replyCount,encoded
"Руки прочь от Газы, от Палестины",@Muslim_05_rab,0,0,"[-0.04204903, 0.005526071]"
"So this is possible, but accessible healthcare for the American working class is not?",@dianaaros,7,0,"[0.05307991, -0.01708556]"
"Wait, I am so confused. Is this video from the White House? Or is this something a fan made and Trump posted?",@lostlakepictures7378,0,1,"[-0.035199158, -0.019879535]"
Feeling sorry that America is about to loose all its been working on for decades. Such a shame,@adrianchoinski3899,2,0,"[0.02689439, -0.011359815]"
"A parte l'esaltazione, di trump. Le immagini che vediamo giornalmente, di distruzione e morte, nn sono bella cosa. Un paese ricostruito nel rispetto,delle usanze e tradizioni della sua popolazione, sarebbe bella cosa...... Ma evitando i grattacieli",@giampieroeva7335,1,0,"[-0.00018355783, -0.005211098]"
なんか中毒性あって何度も見てしまう,@cdab5390,2,0,"[-0.010790561, 0.037765387]"
Ew what is that please,@Memo_Sym,0,0,"[-0.02461457, -0.010735049]"
This is really disturbing.,@Biltekin,3,0,"[-0.004757845, -0.0013816273]"
"That video is funny, yall ones getting mad are taking it way too seriously. Its ai generated. Robot made it. We cant fully orchestrate how an ai will make a video or image or whatever. Find humor in it, jeez. Dancers with beards. Trump baloons. I think its funny and cool to watch.",@HoneydewHomelander,0,5,"[-0.06845387, -0.025980914]"
I have no words…. I genuinely am speechless… it feels like alternative reality of some kind of brainroted meme…,@Julia-wm3fc,2,0,"[0.028579643, -0.042802677]"
Hold on this is real!!! Seriously,@shalyarkh2633,0,0,"[-0.03882131, -0.039914194]"
This would be for the mega rich and not the people,@LizVENVILLE-ti8mp,0,0,"[0.03924835, 0.008075806]"
Tune!!!!,@stephenmaher225,0,0,"[-0.0118684545, 0.01953314]"
It is not Earth we are living on,@almostmybedtime,1,0,"[0.048998017, 0.021887533]"
3 war typingggg.......,@turkishenar1320,0,0,"[-0.03188726, -0.0038566561]"
Ai generated. Americans dont feel this way.,@MichaelPetersThankgod4trump,1,0,"[-0.03418136, -0.0038321745]"
“I don’t wanna be cute”-trump 2025,@raylagartos,0,0,"[-0.0016371018, -0.018380783]"
Why is no one discussing the bearded ladies belly dancing... 🤔🤔🤔,@TheMlb1104,0,0,"[-0.03532261, -0.04002217]"
YUEE❤❤❤❤❤❤❤,@stanktail,0,1,"[-0.07834653, 0.007403398]"
Awesome,@Rio-jc6ju,2,0,"[-0.062132023, 0.009026341]"
"Arm yourselves, people.",@DillonHockett,2,0,"[-0.03255199, -0.00062611053]"
Based,@bruh5912,0,0,"[-0.030872796, -0.022236602]"
Träume weiter Trump 😂Du kannst gaza nur in dein Träume haben 😂,@nawalzoghbi3916,1,0,"[0.0037391665, -0.041859902]"
"If you could have voted and didn't, don't complain now",@yuppers1,4,0,"[-0.004196014, 0.0021939585]"
"Bet you wish you'd voted now, eh 😂😂😂",@yuppers1,2,0,"[0.00791664, -0.0017398729]"
Ts pmo,@NoMoneyGoat,1,0,"[0.044793826, 0.051753122]"
I am having issues waking up. How long am i trapped in this dream?,@affebanane3039,7,0,"[0.08372915, 0.0090270145]"
This is the most insane political gesture i have ever seen a qualified politician do,@nordicohahah,1,0,"[0.036000278, -0.026381703]"
Why does he have bearded women dancing,@YourGraceMyLady,2,2,"[-0.056514144, -0.056493435]"
"🎶 Donald's coming to set you freeBringing the light for all to seeNo more tunnels no more fearTrump Gaza is finally hereTrump Gaza shining brightGolden future, a brand new light Feast and dance the deal is doneTrump Gaza Number 1Trump Gaza shining brightGolden future, a brand new light Feast and dance the deal is doneTrump Gaza Number 1 🎶",@dankunle9818,4,0,"[-0.00337015, -0.023325296]"
RUDE BEYOND BELIEF,@LCG0946,0,0,"[-0.023722855, -0.012199588]"
Sick,@fuckbankers,1,0,"[0.0083169285, 0.03352363]"
Sort of obvious he's making fun of a bad joke.,@thehouseoflight,1,0,"[-0.012444043, -0.013116919]"
He should be ashamed about those moobs,@PaulFlint-po9jl,0,0,"[-0.030716576, -0.026111383]"
Kinda looks like President Snow.... hmmm,@dawnbeaver2313,0,0,"[-0.030469026, -0.04597032]"
Please tell me I am sleeping! This can't be true. I miss 2019...,@kjk8941,0,0,"[-0.017473418, 0.013362768]"
Ya gotta see it…before you can build it…,@MD-mm1zv,0,0,"[-0.05624121, -0.08755884]"
FDT,@zackde8795,0,0,"[-0.034328334, -0.014305562]"
"If It Will happen , Will move tô there",@felipebarbosa-jl6dq,0,0,"[-0.000712255, 0.027136736]"
What's wrong with him????,@marielinerudt3925,1,0,"[0.00078378554, -0.0594726]"
"What a shame, below zero...",@coccinelle23,0,0,"[0.009073616, -0.014580822]"
I LIKE this videoDems are mad)),@bolshoikush9093,0,0,"[-0.028925508, -0.08689095]"
Trump is my gf,@Deviant_Hank,0,1,"[-0.012744127, -0.026885182]"
😂😂😂😂😂 dreamer team,@gerobakbangooddy,0,0,"[0.0041076667, 0.02280821]"
"Trump sending US weapons to Israel takes on a whole new dimension when these plans are revealed. It is the clearing of Palestinians as if they are no more than rubble from all the 2,000 pound bombs already dropped, to make way for his resort enterprise.",@g.b.1375,3,1,"[-0.047446266, -0.07056262]"
"Is this REAL? As in, officially released by Trump???",@Daktylotrochej,0,1,"[-0.011683115, -0.046639968]"
*President Trump,@bidencheated7758,1,0,"[-0.0075132567, -0.01852963]"
"Wuzhou, Guangxi, is poised to be a major Belt and Road success for China, driven by a growing population, precision manufacturing, AI robotics, and semiconductor technology. With high speed connections to Guangzhou, Hong Kong, and Shenzhen extending into western China and Vietnam, Wuzhou is strategically positioned to become a key hub for innovation and trade.",@musiceol7,0,0,"[0.008715485, 0.049321152]"
insuperable  !!!!,@massimomezzetti1364,0,0,"[-0.015961168, -0.03978954]"
This is the American dream 🗣️🗣️🗣️,@Fumo1,0,0,"[-0.02722999, -0.02453915]"
Is that really the president of the United States??,@Newg2612.,0,2,"[0.0019174156, -0.034467105]"
Trump gaza number 1 !😂,@BenW-z3g,2,1,"[0.018092196, -0.021286607]"
Gross. Truly a terrible day to have eyes,@hahaha00000,1,0,"[-0.014355888, -0.0037421524]"
The red light is burning... America is truly on the brink of the abyss,@Oceonheart,8,3,"[0.056848582, 0.0015930509]"
"I would consider this a Trump thing, however at 0:15, I'm guessing that's not from or for  his folks.",@bf6159,0,1,"[-0.019501274, -0.014991478]"
The Founding Fathers would be so proud of what he's doing!,@aureliusfeynman485,0,0,"[-0.02789293, -0.028437948]"
50k dead...really?? Shame on you,@SuatÖzcelik-l6l,1,0,"[0.034714304, -0.018282812]"
2 serial killers,@NomeCognome-p2o,1,0,"[-0.003925148, 0.04461013]"
Orange donnie -iq,@alkazeicer9616,0,0,"[0.05077813, -0.042705312]"
I'd go there,@mooserx4,0,0,"[0.0011788949, 0.005396326]"
You just crazy 🤪 but you can dream 😂,@meromero6871,0,0,"[-0.01473579, -0.012323898]"
Seriously??? What a joke.,@andrewcoongoro,1,0,"[0.03369989, -0.058603365]"
He's so far gone,@Moahawkzolo,2,0,"[0.032958847, 0.0045831553]"
🤦🤦🤦🤦🤦🤦😱😱😱😱😱,@racjonalistpl8816,0,0,"[-0.010790561, 0.037765387]"
"""And I will run these streets, like i run my casinosMore police and less Latinos""😂😂😂-EpicRapBattlesOfHistory",@SoManySideQuests,0,0,"[-0.037270732, -0.03602572]"
I enjoy the melody,@toadfox2216,0,0,"[-0.058738105, 0.04046105]"
Real nu one-liked I'm student's trump of iran-,@issaebii,0,0,"[-0.09870396, -0.00030652856]"
"What. Is. This?This isn't going to make anyone feel better of what Gaza had been through. So many children have lost their families, alive or dead, and this is going to recover our pain?",@gtaipan7422,12,1,"[-0.01947338, -0.041661177]"
Never forget who voted for this,@Alexander-wq7qo,4,2,"[-0.005822897, -0.0040743873]"
Trump's dream that will never come true. Free Palestine,@khandkhan4776,1,0,"[-0.011212574, -0.03725561]"
Trump gayza,@naturalimojah3333,1,0,"[-0.03128253, -0.047625616]"
So terrible 😓... and yet funny to see the dancing bearded ladies . Didn't know trump had these dreams🤪,@JaneAggerholm,1,1,"[-0.035618927, -0.053501412]"
His last attempt at this was Atlantic City. We all saw how that turned out.,@kevinthomson6324,0,0,"[0.032601327, -0.0206432]"
He's a genious,@sam2pattaya,3,0,"[-0.05173852, -0.03401782]"
"This will stay dreamYou never ever can take their land, if you want it you have to fight for it",@ahmedmousa7935,1,0,"[-0.0010511305, -0.053137656]"
This is sick beyond what words could ever describe 😢,@faithrose4440,0,0,"[0.013228913, 0.012999828]"
Disturbing.,@creativekoala9721,1,0,"[-0.021957746, -0.009620521]"
Truly obscene.,@richardgertson9924,3,0,"[-0.030020561, 0.0006564235]"
This song is so awesome,@furryferret8514,0,0,"[-0.061879877, -0.009198307]"
Biffs paradise😂,@GrerovAmbrozoyuz-f9t7w,0,0,"[-0.03226588, -0.021535596]"
I'm besotted with this piece of music. Really.,@FabyKennedy,1,0,"[-0.013190266, 0.013865797]"
Who made that for him,@mandakinimachiraju,2,2,"[-0.007974634, -0.031894177]"
This is legitimately one of the most insane things I’ve ever seen shares by an official account,@hansolo9585,16,0,"[0.012204885, -0.019646913]"
I miss when the onion was stupider than real politics,@Imjustkendall,2,0,"[-0.029284341, 0.0028602236]"
"""I dont wanna be cute""",@andrewkoestl,0,0,"[-0.03821178, -0.027310459]"
Megalopolis Copolla,@marijkegravemaker2561,1,0,"[-0.047475565, 0.08392168]"
Disgusting!! Ego maniac,@shellapeck3647,1,0,"[0.0042400705, -0.054155055]"
"..yeah, it’s colloquially referred to as the “shoe-in” or “foot in the door” tactic - sounds like you never learned past psych. 101 there, bud.",@bucketstuck7137,1,0,"[0.020843726, -0.04380013]"
Crazy 🤣,@Mavix90,0,0,"[0.009115787, 0.023949288]"
Shameful,@lifeisactuallyveryboring.7771,2,0,"[-0.009073465, -0.0254196]"
"got to admit, It's a catchy tune",@MrUranium238,5,0,"[-0.06567006, 0.017645894]"
Absolute madness,@Manofthehour2050,2,0,"[-0.0150824, 0.00408747]"
This is surreal.,@lorenzoluisalbano3695,2,0,"[0.0013233897, -0.03048723]"
Typical Donald Trump behaviour. Why is anybody surprised?,@notprovided1131,0,0,"[-0.023190845, -0.070569485]"
Racist Trump envisions a Palestinian free Gaza.,@paulhart3812,2,0,"[-0.013412896, -0.043046687]"
Hail the New World Order!!!👏👏👏,@D.M33,1,0,"[-0.03708033, 0.005053603]"
people are crying but the idea of rebuilding gaza into a paradise is lovely. stop being so hysterical over an AI video people.,@EpicBunty,0,0,"[-0.0016774059, -0.049220074]"
Orwell would be rolling over in his grace right now,@imthatjerry8973,0,0,"[-0.037558455, 0.019174755]"
"sorry gaza, i don't think we're going to help.",@CodyPease,1,0,"[0.046151575, -0.051279545]"
What a 🤡,@WaveHunter-n7q,6,0,"[-0.002705084, -0.008154584]"
"finally, a glimpse of sanity",@gregh7457,0,0,"[0.016346175, -0.03151963]"
AI is dangerous,@ThePekka316,1,0,"[0.05297205, -0.011758006]"
Tiny hat mafia,@ryuturcios,0,0,"[-0.06505757, -0.05033249]"
In your dreams,@asurvivor3846,0,0,"[-0.034954175, -0.020915737]"
Can any one defend this?? Repulsive,@TheCrispOne2025,3,0,"[-0.0012568586, -0.01616151]"
"I am Arab, this is so painful I am laughing so hard 😂😂😂",@SilentBlindDeaf,4,2,"[0.018832957, -0.06286185]"
this is insanity beyond words,@alkazeicer9616,1,0,"[0.028617293, -0.01447674]"
Imagine an Arab leader posting such thing about turning USA into their dream resort place 😂 like trump should stay in the USA and fix America first before heading over to the middle east.,@Sunflowersarepretty,1,0,"[-0.014686951, -0.045050956]"
"Remember  shadrach,meshach and abednego",@Thewalkinchrist,1,0,"[0.030617569, -0.012744275]"
"Bankrut zrobi coś w strefie? Jak można coś zrobić, kiedy UE i Chiny poproszą o zwrot długów?",@anmi4454,1,0,"[-0.038681615, 0.004091143]"
The funniest thing is an anti Trump company in LA ... and it went viral not in the way they meant..😂😂😂 fail,@numbersdonlie,0,0,"[-0.03336598, -0.014392677]"
THE AI MUSIC💔,@stem5ylr,0,0,"[-0.024108598, 0.03886453]"
Kali yuga,@Mrwhodidnthavname,0,0,"[-0.035292562, 0.023886468]"
Get er done big Don,@AA-pq2ls,0,0,"[-0.012213158, -0.05749405]"
Sick minds,@khidrie1,0,0,"[-0.0506038, 0.007897085]"
Babylon is fallen.,@chrischung2365,0,0,"[0.008527291, 0.03556405]"
Disappointed Disturbing and Disgusting!!!!!!!!!?!,@teresasimmons4248,0,0,"[-0.0078086853, -0.017854406]"
TRUMP GAZA IS FINALLY HERE!,@aus_huayra500_3,0,0,"[-0.0014429374, -0.021825142]"
Yall are forgetting trump is the ONE. HE CAN DODGE BULLETS AND MAKE IT LOOK LIKE HE ALSMOT GOT SHOT!,@qazqazqazqaz100,1,0,"[0.05947834, -0.07866571]"
Idiocracy 😂,@Oliver-cv6pv,2,0,"[-0.04355028, 0.021467743]"
0:14 huh?,@mmastiff734,0,0,"[-0.025546955, -0.08617203]"
Most commenter here WANT this to be real. That's his joke.,@Marblegate,0,0,"[-0.053194977, -0.002373124]"
"We’re living in a simulation, right? Right?",@DankyDankenstein,0,1,"[0.013591092, 0.027267583]"
Trump Gaza Number One....Io penso: Trump.....ummm copate....🤦🤦🤦,@flaviomasenadore2392,0,0,"[-0.052629277, -0.008130395]"
The Donald Trump statue will also speak 😂,@Andre-c8f,0,0,"[0.032496348, 0.032823354]"
Pray for the Palestinians please ❤❤❤,@jaydefranco329,1,1,"[0.041168492, -0.061292734]"
0:14 bro 💀,@daveSUStaine31,4,0,"[-0.04210104, -0.06405651]"
"Real time stamp on Trumps AI video......Drum roll please.🥁 ..................33 seconds!Big surprise , right?For those of you that dont know, 33 is a revered by the Free Masons, who at the upper degrees, worship Lucifer Truth.  Research.  Stay aware.  Stau alerts ⚠️ 📢  Get ready!!!",@jaydefranco329,0,0,"[-0.0051336423, -0.0054138056]"
Biff Tannen's city paradise casino?,@LicocoS,0,1,"[-0.031752855, 0.024661416]"
This is not backed officially by trump’s government surely? I know it’s madness but got to ask,@Vimptocandle,1,1,"[-0.023616292, 0.011547875]"
得道者多助，失道者寡助。留给美国的时间不多了。,@yunliu8448,0,0,"[0.0039304686, 0.053186823]"
This is insane! But the music is nice lol,@DicasdaNet,0,0,"[-0.039641544, -0.03640922]"
"He makes me laugh so hard , that level of sarcasm 😂😂",@tintinquirit8732,1,0,"[-0.01757103, -0.036689825]"
Trump wants to make Gaza like UAE and QatarWhat's wrong with that?,@Theworldsucks-kg5jv,0,0,"[0.021746762, -0.05136294]"
Land of the Free°,@Flores9989,0,0,"[-0.015723221, 0.026263071]"
Trump doesn’t drink alcohol 🍺 😅,@venkat4167,1,2,"[0.055435818, -0.058446396]"
❤😂❤😂❤😂😂😂😂,@jerzywieckowski7610,0,0,"[-0.010790561, 0.037765387]"
It is hard to believe this was not meant as a (sick) joke. It must have been.,@susanl.6367,0,0,"[-1.0780924e-05, 0.034333263]"
Free free trump Gaza Free free trump Gaza,@JuJuMalemaHIVpositive,1,0,"[-0.028408334, -0.039712418]"
Just want to point out that musk is in the video and not vance.Shows who the real vice president is.,@treizehk5547,0,0,"[0.008843722, -0.011348884]"
Beyond based,@loin462,0,0,"[-0.04591427, -0.0029299527]"
"Trump didn't release this nonsense, you guys are so gullible!",@Josephthedreamer777,1,2,"[-0.022585833, -0.047336105]"
"CALL IT ""TRUMP GAZA GRAVEYARD""",@LCG0946,1,0,"[0.009594763, -0.02999296]"
Love that movie Idiocracy.   Hold up that movie is us.  Fu**.!!!  We have all been drinking the koolaid.   Time to wakeup.,@irishto4706,0,0,"[-0.019305363, 0.029173715]"
"Trump gazans be like:""Netanyahu Akbar!""",@Capybased,1,0,"[-0.010027614, -0.0480781]"
If only he had that much ambition for his own country.,@josephmurphy1459,1,0,"[-0.01800231, 0.011795332]"
Im laughing hysterically for the first time in years,@user-user55344,3,0,"[0.023667604, -0.020943172]"
Not sure how this could be any more offensive and wrong,@arwynanne,3,0,"[0.0069359797, -1.8029508e-05]"
These people are sick.,@haviskam,3,0,"[-0.022291614, 0.03206409]"
As a fellow troll I have to respect Trump’s absolute committal to the art.,@eedobee,2,0,"[-0.023966774, 0.014595618]"
0:43 it is here that he speaks truth for a literal millisecond.,@Shalondria,1,0,"[0.03986598, -0.023068024]"
Cross on Al Aqsa The astonishing plan,@RizwanAbbasi-t1q,0,0,"[0.01020703, -0.012925756]"
So…… what’s going to happen to the people that live there? I mean they won’t be able to afford to live there anymore. This man is a true colonizer. Smh.,@stef1872,2,0,"[-0.0046581854, -0.011220363]"
😂😂😂😂😂😂😂,@sylwiaszaek4994,0,0,"[-0.010790561, 0.037765387]"
"People are so sensitive in the comments sections is actually hilarious. Feelings and LEADERSHIP don’t mix well. Why don’t the people want this? Who cares if it’s called ""Gaza Trump"" it’s just name who cares. Nobody in these comments have ""emotional intelligence"". allowing emotions to heavily influence decision-making can lead to irrational choices, inconsistent behavior, and a lack of objectivity.",@jaithegloriouskid,0,0,"[0.029685458, -0.035845786]"
Who is responsible for this commercial,@sherrysweeney2392,0,0,"[0.042110268, -0.031413272]"
Disgusting!!!,@sumruinal351,2,0,"[-0.025478384, -0.018233046]"
Trump is like a cross between Saddam Hussein and a James Bond villain.,@TangBengYong,0,0,"[-0.030131852, -0.064357065]"
Nice idea of Trump💪,@UOlllOU,1,0,"[-0.027809061, -0.008491756]"
"But, who is the artist of song?",@AdrianWizardINFJ4w5,0,2,"[0.0022179028, 0.0028358735]"
Why are guardian editors meeting with Isreali Generals and promoting trumps disgusting tripe?,@yvonnemccalla7282,0,0,"[0.0022458723, -0.044721477]"
Lol murica is a dystopia,@Klierowski,0,0,"[0.0007391515, 0.01174071]"
Where does he think all the builders will come from?,@emtibAlucard,0,0,"[-0.003626959, -0.03078182]"
"I find it upsetting that the apostrophe is missing in the title phrase ""what's next?""The rest of this is essentially Trump Playbook 101.Egregious, rancid, execrable, offensive and quite predictable. 😮",@BanjoLuke1,1,0,"[-0.010376918, 0.013629784]"
"When Trump simultaneously runs for World Peacemaker, Best POTUS, Award-winning Businessman, Renaissance Man and a Grammy winner celebrity.",@tomymontana7268,0,0,"[0.08157523, -0.01502615]"
this is hilarious 😂 you have to hand it to him he is a provocateur with a great sense of humor 😂,@mrsnrub510,1,0,"[-0.03898806, -0.037715763]"
Question for peoples who voted Trump: Are you sane?,@superstoneanimation3891,3,0,"[0.039273743, 0.021278948]"
It only gets worse from here. Americans better get used to the taste of humble pie after the next four years. It will take decades to redeem themselves internationally after Trump.,@amisotheist,3,0,"[0.044300046, 0.0054529016]"
Nauzubillah 😢😢😢😢😢,@Sami-xl2qv,0,0,"[-0.03722643, 0.014227127]"
Che schifo. Che vergogna. Mai con Trump,@serenagallazzi4284,0,0,"[0.00089795137, -0.035717636]"
Bruh,@enesaue2192,0,0,"[-0.036688853, -0.06103971]"
New colonialism is worse than you think even most brutal dictators will be shocked if they sees this,@Allen2-z8x,1,0,"[-0.032623984, 0.019751634]"
I also want a trump balloon 😅,@mehmetsinanyldrm1015,1,0,"[-0.011093294, -0.0509253]"
على دمائنا و باسم دماء الشهداء لن نجعلك تحلم أو تصل لهذا الشيء دماء الشهداء غالية,@tasnimzanned4718,0,0,"[-0.025683012, 0.04465977]"
suno goes hard,@catface,0,0,"[-0.02910325, -0.04455455]"
"""Welcome to Aza NOW Arab Free""Disguesting",@Grunt423,0,0,"[0.021959271, -0.020545747]"
😂😂😂 america has become a joke!!,@Dannyboy314,0,0,"[0.014961278, 0.004443263]"
Yo're Madless,@sampallato8511,0,0,"[-0.026874747, 0.0025742748]"
So uhh are wegonna just ignore the beards on those girls dancing at 0:15 😂😂,@toxicxstomper9356,1,4,"[-0.044701017, -0.061581504]"
0:15 Love to see how happy these bearded men in bikinis are dancing 😂,@GeovanniPenguin,3,1,"[-0.054275423, -0.036465652]"
"Did everyone notice when speaking of the riviera of the Middle East, he started to say valuable. This is what happens when you run a country like a business. Lives don’t matter! The only thing that matters is the bottom line. Whether we the people can eat, have housing, or any other basic human right, is inconsequential to making as much profit as possible. We as citizens should hang our heads in shame that we did not revolt, and allowed this man to be president of our once great nation! Shame on each and everyone of us",@wandaplatt1768,2,0,"[0.021168176, -0.013112184]"
This is not from Trump and is highly offensive please remove from your feed.,@karenp227,1,3,"[0.019600239, -0.018337702]"
Everybody knows the Guardian doesn't care about Palestinians. They smeared Jeremy Corbyn for their overlords.,@tinkerbell1120,1,0,"[-0.022835964, 0.025529442]"
We have dogs running our country,@untiedshoelacesgaming,1,0,"[-0.030940488, 0.029884402]"
"The original creators posted it as a joke, which makes the whole thing more ridiculous",@snickerdoodle3,0,1,"[-0.029655365, 0.0044515347]"
We’re about to have the greatest South Park season ever created,@HenryGehrdes,0,0,"[-0.0057890825, -0.019560944]"
Does he realize the women dancers have beards?,@lariabeth76,1,2,"[-0.015335724, -0.061391897]"
Hope yhe folks in Deerb9rn approve,@Raigar88,0,0,"[-0.0049078357, -0.022827089]"
Trump is a dictator.  Who’s taking away our benefits our jobs so he could build Gaza!!! Its disgraceful.,@normasanchez8196,2,0,"[0.0023836736, -0.046704624]"
It's very satanic.,@PHX-576,3,0,"[-0.018825127, -0.0047759735]"
Gross,@christopherscarborough7621,0,0,"[-0.046105262, 0.0072202156]"
"""He will deceive the very elect.""",@teresa8793,1,0,"[0.038671605, 0.003556776]"
Weird way to ceasefire by buying the land between Israel and Palestinian Territories so he can act as a buffer.,@SuperEman500,0,0,"[0.017731775, -0.09220149]"
So disappointed in president Trump for sharing this.,@marylynnbehrens5562,1,0,"[0.024188843, -0.034849215]"
But why does the song have to be such a bop?,@johnmossey,1,0,"[-0.019026082, -0.02000966]"
Madness what is the world live in ?,@amiraelsayed7753,0,0,"[-0.038662996, 0.03431309]"
Very insensitive,@crayon5475,1,0,"[0.028207302, -0.019008158]"
Sickening.. the guy has absolutely no class..,@TheCatNoOneWanted,3,0,"[-0.018389357, 0.00474331]"
Biff Tannen's Pleasure Paradise Casino & Hotel.,@ssdfgardiner1233,1,0,"[-0.02865326, 0.0137216775]"
Finalmente una soluzione finale al problema palestinese.,@robertocugno6569,0,0,"[0.02228206, -0.020382892]"
Harem girls on the beach had full beards.,@overcastfriday81,0,0,"[-0.029037703, -0.007875021]"
This is disgusting.,@rowans_remixes,3,0,"[-0.02892206, 0.0028426694]"
Pure evil,@supanover,2,0,"[-0.019132504, -0.033251707]"
How can a leader of a country be so disrespectful? What a shame,@user-ji5tq3ll3z,3,0,"[-0.0009150296, -0.031754233]"
0:27 goated Saddam Hussein reference,@burgertown1643,1,0,"[-0.040868856, -0.06645281]"
"He's the worst president in the history of this country. And today, he had the nerve to throw a temper tantrum in the Oval Office and say ZELENSKY was the one that made a mockery of the United States and the Oval Office. It's only been a month, guys.... I knew he was going to be even worse this time around... But I truly didn't predict him being worse than my wildest nightmares.",@Tcrror,8,0,"[0.060293507, -0.0071277055]"
What an odd thing to say,@CHUNKY_OATMEAL,0,0,"[0.014790156, -0.008783687]"
"You got what your voted for. America is a very, very lost dream now. Europe has to stand",@ghxst1994,1,0,"[-0.016101317, 0.0029603255]"
This new update gonna be lit 🔥,@Jonas-up3zh,0,0,"[0.0052686934, -0.044444654]"
"Holy Intercourse, Batman!",@prahacr1,0,0,"[-0.022630837, -0.04965335]"
"Don't worry, I don't think anyone thinks of you as ""cute.""",@MarieProvost77,0,0,"[-0.025713138, -0.02576354]"
Absolutely nauseating. What is wrong with this guy -- and the Americans who voted for him?,@cherylhaaker4802,2,0,"[-0.0016214504, 0.012278028]"
Looks awesome! Much better looking than the last 30 years in Gaza,@JohnMicius,2,3,"[-0.0051224446, -0.054605775]"
Fantastic,@rd123.,0,1,"[-0.071984574, 0.03155521]"
Old people cannot be politicians!!!!!!!!!!!!!!!!!!!!!!,@Olga-yr1mb,3,0,"[0.030001098, -0.0036344088]"
no like actually why is he praising himself so much,@spritelover73,1,0,"[0.00063809904, -0.06283968]"
Like a disney movie super villian,@Ratchet0401,2,0,"[-0.034170344, -0.014732057]"
Is Ellon mask the real control man 🤔,@mona12261,0,0,"[-0.026293464, -0.08236043]"
The Trump statue made me lol,@Trevor_Bolin,0,0,"[-0.020783968, -0.035533015]"
"😂😂😂 a very stu pid president, U think Gazan fighters r like your slaves in the other countries. We learn U meaning of manhood n dignity is. Money can just buy material things. Our lands value is above all your silly dreams ✌️✊🇵🇸 From Gaza land of pride that you'll just find in Gaza n Palestine",@isamel-hallak6579,3,0,"[-0.012655025, -0.018971574]"
Anyone notice how trump says the Middle East has less women’s rights but the only women in this vid are showing women as entertainment?,@NuclearThunderBoi,0,0,"[-0.062340524, -0.089778796]"
"Wow, that could be the new summer hit 2025, just need some more lyrics. I watch trump from germany, everyday a new hammer. Germany is also crazy. The indian holy scriptures say that 2025 iss the end of kali yuga, the next 20 years a time of chaos and wars.",@mariagold7226,0,0,"[-0.027396074, -0.002574966]"
😢,@aaee333,1,0,"[-0.010790561, 0.037765387]"
Shameless day,@SashGoten,1,0,"[-0.035968736, -0.029590072]"
Did someone just wrote a story😂,@nezamarante6467,0,0,"[-0.019412423, -0.03541585]"
I can't believe they voted for this man!!,@anaygautam5356,0,0,"[-0.009725721, -0.04058622]"
Impossible Trump 🤡  Gaza is not a playground,@mohamedmusthafa3957,2,0,"[-0.022296373, -0.046936683]"
What a jerk😮 how many people died here,@allanerrington3805,3,0,"[0.013095387, 0.0064043375]"
0:15 I guess even Trump himself didnt expect men with full grown beard dressed up as women dancing on the beach,@upthacks568,0,0,"[-0.033109967, -0.03648538]"
Bro why tf are we living through a hoi4 mod playthrough,@MrGasmask-vj7ou,0,0,"[0.020049656, -0.05630351]"
We are in a time when the psychopaths are ruling the world. Sign for empires to collapse,@jasflower1710,0,0,"[-0.020978928, 0.05171839]"
Most American governors won't have problem with that,@lord_9923,0,0,"[-0.025339836, 0.007811178]"
In what bizarre universe is this guy ok to be a president?!,@Liddy23,2,0,"[0.03337073, -0.03693785]"
"The fact that Trump posted this proves he doesn't understand sarcasm,  irony, and parody",@PaulMichael-c4q,0,0,"[-0.021564318, -0.022603536]"
Absolutely disgusting.,@heloisamena-zw2yw,1,0,"[-0.0128424745, -0.008435887]"
"Anyone that fell for this troll is not safe to be out in public or by themselves. You are a danger to society if you did not know, Trump was trolling you.",@RichardTavilla,0,0,"[0.04511068, 0.035473343]"
Trump Gaza here we come!!!!!,@silenceroy33,0,0,"[-0.0008200904, -0.05237541]"
"Trump, Musk and Netanyahu are out of their minds.  This is NOT what America does. We help the underprivileged NOT the DICTATOR",@jkbartels,2,1,"[0.017854605, -0.019149335]"
Trump screams out all the best held secrets.,@joannekenney6220,0,0,"[0.026314477, -0.017204594]"
Gross. He is despicable.,@iamaef,2,0,"[-0.043817524, -0.013972341]"
Yall are getting trolled so hard i can't stop laughing.,@franklinclinton3211,1,3,"[-0.008580495, -0.029495012]"
Trump is the end of civilisation as we know it.,@vanhelsing8120,2,0,"[0.014965814, -0.008542196]"
I like how Trump Trolls everyone!,@blakespower,0,0,"[-0.052058086, -0.025065174]"
I repent we are officially run by demons,@PeteRed-ig3fp,4,0,"[0.0024673773, 0.006192138]"
just a distraction. its working.,@mrocean8139,0,0,"[-0.012936972, -0.07000005]"
I’m on board with this. What other options are there? Make the area more beautiful. The US didn’t do this to Gaza and if you think it did you know which administration to blame.,@jon1450,0,0,"[-4.90552e-05, -0.044262536]"
..🚂 without transformation there is no progress..get on the train invite your friend..where are seats left. .....🚂 (😊😊😊)(☆(Jail)(🐴 )..,@Carlos-m2v1w,0,0,"[0.0004780145, 0.04718642]"
oh i see thats why he give israel money and everything to make the palestinians hopeless and give up their lands,@ThePixelCristal,1,0,"[-0.0040780324, -0.09837424]"
I think it's really funny.,@heroiamarelo,1,0,"[-0.06166046, -0.0019091761]"
😲 … 😲 … 😲 …,@vinista256,0,0,"[0.0030300496, 0.01648193]"
