text,author,likes,replyCount,encoded
I could have met Emma stone before she was famous,@MrGleeiscool,6,0,"[0.01905983, -0.028901238]"
lol this movie looks good,@adamzez,0,0,"[-0.029369593, -0.006595743]"
is it just me or does mclovin looks like faze sway or is he,@chillyplayz2780,2,1,"[-0.05668225, -0.011919752]"
"This movie is exactly what high school was like in the late 2000s. The humor, awkward friendships, conversations; it's like going back in time.",@EmeraldBayMovies,3131,39,"[-0.0421573, 0.008167337]"
"I still remembered seeing the part where Seth banged into Jules' face back when the trailer was first shown on TV many years ago. I didn't really care about it then, but just today, I was bored and decided to check this film out. So it was kinda cool to see this again after all these years, even though I had no idea till today that it came from this movie lol.  Also, having Emma Stone in anything is always a plus.",@RaymondJiang444,12,0,"[-0.011219839, -0.051008523]"
jonah hill dated my step aunt,@lila_kathryn53,1,0,"[0.018734489, -0.046417102]"
Jonah hill went from this to being an academy award nominee 😍😍😍,@ilovemybrothers8637,105,2,"[0.016490653, -0.059375186]"
1:05 - 1:16 someone please pick me off the floor 😂😂😂😂😂,@danielmacharia9808,0,0,"[0.01424266, -0.033816498]"
So this is Good Boys sequel,@fajarkurniawan9434,2,1,"[-0.051098447, 0.02361815]"
Omg! Bill Hader’s In it! I have to watch it now! 😂😂,@fuzzycuddlebearthatsmells2746,38,4,"[-0.00057995814, -0.015993925]"
This is Inbetweeners,@warreng675,0,0,"[-0.05284487, -0.0219729]"
Mcmuffin,@obtuseangle14,1,0,"[-0.026068527, 0.012495578]"
"2019 watch again  ,not bored at all",@santananicky,2,0,"[-0.06858512, 0.026961878]"
This movie will always be a classic.,@xenobestx8423,125,0,"[-0.0040947273, -0.025744468]"
Why the hell is this in my recommendation,@arianasdiamonds,0,0,"[0.0006384531, -0.016583188]"
Hey gangstas what’s up guys?,@mdgamerhits907,2,0,"[-0.013288799, -0.029598989]"
can u tell whats ur fav. sseth rogen movie?,@arpitsrivstva,0,0,"[-0.028229661, -0.04955178]"
I got the good boys add before watching this,@ava8992,2,0,"[-0.007832173, 0.0006785099]"
"what a classic, notice how it didnt say ""will become a classic"" movies these days that say that most definitely will NOT become a classic",@sks220,25,0,"[-0.038592447, -0.02316468]"
Good boys i wayyy better,@clairemonington9606,0,0,"[-0.022647599, -0.02785291]"
Came here before watching good boys,@bradsuarez2683,5,0,"[-0.042154178, 0.014434431]"
"Came here after watching ""Good Boys""",@m.alamri9277,38,2,"[-0.042000506, 0.014613202]"
How do these guys live with each other??? 😂,@alicelu5691,0,0,"[-0.0048926543, -0.034148898]"
Ahhh BOOP,@duckduckgoose1354,0,0,"[-0.023080843, 0.0016211785]"
I wish there was a Superbad 2..,@rashanehaye869,12,2,"[-0.059764363, -0.025772132]"
Best movie alive!!,@jdg9113,17,2,"[0.017094528, -0.035197448]"
African Jew wearing a black hoodie,@allycatg9000,1,0,"[-0.029795617, -0.025661863]"
Ending scenes were the best,@Whitsahhere,18,0,"[0.024797387, -0.009353062]"
African Jew wearing a hoodie,@chocktaebolanca757,989,8,"[-0.02705426, -0.036677603]"
Google Shows that this is the best comedy movie 😀,@globalmovies3471,3,0,"[0.0007063105, 0.028425934]"
"Rented this from Hollywood Video when I was 11, and had to turn it off six minutes in. Didn’t see the whole thing for almost two years. Currently writing a coming of age script and is heavily inspired by this film in terms of its honesty and foul dialogue 😂.",@dthill96,9,1,"[-0.015594736, -0.02711854]"
What song has the quote from 1:47,@charlieball231,0,0,"[-0.011430261, -0.02568543]"
The iconic maclovin🥰,@iainteh412,1,0,"[-0.082336105, 0.0142919]"
Superbad teenagers and now we got Superbad kids. 😂 Good boys anyone?,@LonePhilosophers,1,2,"[-0.060548875, -0.0140803335]"
Fogel is a goat he drank with cops vandalized a cops car. Made mclovin with a girl honestly he had the most amazing night,@KingAbyssTTV,9,1,"[-0.06330852, -0.0071050264]"
الفلم بمعنى كلمة خياس,@elf_someone,0,0,"[-0.02498866, 0.05274362]"
Can’t wait to see this! Looks awesome,@LOLimpkin,6,0,"[-0.049785726, -0.0020864902]"
This is a superb ad(vertisement),@jailynnmontanez2034,39,3,"[0.005637019, 0.025213646]"
I wish there was a sequel.,@Marsalien100,14,2,"[-0.042932805, 0.00091590895]"
Always the best thing to watch while bored,@thathighguy8624,369,1,"[-0.049488302, -0.02171884]"
Always a number film to watch,@thathighguy8624,4,0,"[0.0414802, -0.020045303]"
Came here after watching Good boys,@buckbanana1291,1761,32,"[-0.04807223, 0.011934322]"
This trailer just showed the whole movie,@nickdenisco,102,6,"[0.009342959, -0.023450011]"
African jew wearing a huddy hahaha,@biceali7212,92,0,"[-0.030109648, -0.050619397]"
2019. this was my first rated R movie when I was 17,@sklingen21,210,17,"[-0.04126959, -0.014796233]"
A eso se le llama estrategia xd,@moiconet,5,0,"[-0.0245317, -0.008702256]"
Nostalghia,@xweetokfairy,2,0,"[-0.059444077, 0.00055181596]"
1:36 in 0.25  thank me later,@tyrionlannister7722,56,4,"[-0.015432595, -0.07760803]"
Movie link please,@avinashdk26able,0,0,"[0.02648538, 0.007087342]"
whats that song at the end of the trailer called??,@fanso76,0,3,"[-0.013657094, 0.032121424]"
1:08 is this ben shapiro?,@drbrochette9346,18,2,"[-0.020738339, -0.005379512]"
Instant classic! I actually saw a cam version of this movie early on and it was so funny to watch with the audience! If anyone ever finds one please post here!,@digitaldeerman,54,3,"[-0.05060419, -0.015081588]"
ESSE FILME É UMA BOSTA,@arturhendrix761,0,0,"[-0.043393448, 0.008906294]"
Funniest movie bruh lmao,@MaZeYoutube,4,0,"[-0.007706007, -0.021306949]"
I love this movie and I haven't even seen it yet 😩👌,@danklies9606,3,4,"[-0.03423338, -0.021564987]"
2007 trailer posted in 2017 - well played,@iamsanthoshmane,10,2,"[-0.053634167, -0.015900789]"
The first time I actually laughed while watching a trailer :D,@Vivo-vs2wt,785,6,"[-0.022240004, -0.041069217]"
One of the funniest movies I seen.,@KingoftheJungle97,1604,7,"[-0.008212704, -0.0032444203]"
Watch clips from Superbad on the Movieclips channel: https://www.youtube.com/playlist?list=PLZbXA4lyCtqoNh5TN-mNU2qa7fMY7DnwW,@RottenTomatoesCLASSICTRAILERS,111,6,"[-0.05364754, 0.012676319]"
"""McLovin? That's badass.""",@atomblast7044,1699,2,"[-0.09328997, -0.01973653]"
jonah hill,@azlmcl198,1,0,"[0.0005286461, -0.049702298]"
The 1976 Columbia Pictures sunburst logo came back for this movie,@80srocknroller,119,0,"[0.053089637, 0.027312381]"
Also Emma Stone!,@OfficialYass,99,0,"[-0.0025982405, -0.018721867]"
"Love this movie, so funny.",@spinazzola5373,4,0,"[-0.049098637, -0.009184197]"
